# solver=pic plane=y turns=8192 n_macro=100000 records=8192
# q_bare=0.32 xi=0.005000000000000001
# q_sigma=0.319996520227176 q_pi=0.326028674649388 lambda=1.2064308844423997
tune	amp_sigma	amp_pi
0.0386962890625	9.01718097437231e-8	3.4476590169371754e-7
0.038818359375	7.420984361019029e-8	3.0579811073093737e-7
0.0389404296875	1.3794586361167835e-7	4.85055886940404e-7
0.0390625	8.9289069817055e-8	5.419006777141601e-7
0.0391845703125	1.4278368556783205e-7	9.818141417195827e-8
0.039306640625	1.0984111930737062e-7	7.135095172430556e-7
0.0394287109375	4.560442492735747e-8	8.439545135129192e-7
0.03955078125	6.070715925858838e-8	1.1597736300072423e-6
0.0396728515625	1.1173483732078083e-7	1.2127069327081846e-6
0.039794921875	2.530727866212802e-7	8.304229102277167e-7
0.0399169921875	2.437244268865666e-7	6.057469858829325e-7
0.0400390625	1.326940744173104e-7	6.346559840881907e-7
0.0401611328125	5.803075534005166e-8	6.395883195458711e-7
0.040283203125	3.120986950357398e-8	1.9663725469521495e-7
0.0404052734375	2.589840177391672e-7	4.0606960340939334e-7
0.04052734375	4.43111061016341e-7	8.558596473851496e-8
0.0406494140625	3.867607989429073e-7	3.053789509883879e-7
0.040771484375	2.5017370295495834e-7	1.1189159330729525e-7
0.0408935546875	2.038086818136154e-7	4.547769098542373e-7
0.041015625	4.423706099170417e-7	7.93421987312603e-7
0.0411376953125	4.800788347768386e-8	8.582446563909418e-7
0.041259765625	3.12651248811914e-7	4.0612746212934553e-7
0.0413818359375	1.8522816326662483e-7	5.275607920429688e-7
0.04150390625	4.074593920995796e-7	6.289043001416878e-7
0.0416259765625	4.1849305437493156e-7	1.803802220996497e-7
0.041748046875	7.806566737304101e-8	2.417457478455639e-7
0.0418701171875	4.0009945274367557e-7	2.3450495077158908e-6
0.0419921875	8.909857473101498e-7	4.398638506699504e-6
0.0421142578125	1.0443884869049868e-6	2.728220536492801e-6
0.042236328125	6.795747152108852e-7	6.687824556875123e-7
0.0423583984375	4.332170522150101e-7	3.917655261051984e-7
0.04248046875	4.837372216772176e-7	3.358893366832267e-7
0.0426025390625	2.759885494139073e-7	3.4819267841357095e-7
0.042724609375	5.532143399667175e-7	1.9912974651817263e-7
0.0428466796875	5.206072461755078e-7	5.011756006684585e-7
0.04296875	5.335227097775402e-7	4.821282483154478e-7
0.0430908203125	2.3782942202052033e-7	1.699582487252972e-7
0.043212890625	3.7721681929568024e-7	4.1749328539635215e-7
0.0433349609375	3.704359558466643e-7	3.4836871936145363e-7
0.04345703125	4.6029698908101573e-7	8.961183550183627e-7
0.0435791015625	2.1314584220199362e-7	3.461339884814693e-7
0.043701171875	1.6832279119569836e-7	8.139956744145831e-7
0.0438232421875	1.580801585337234e-7	4.770833213780536e-7
0.0439453125	2.7351917492787996e-7	4.2357705627526395e-7
0.0440673828125	1.0464320726953589e-7	5.339418030632144e-7
0.044189453125	4.446043011244182e-7	2.296444274554731e-7
